0,Text,User,User ID,Description,Location
81,RT @WRIClimate: Important wins by climate champions in the #midterm elections will expand the map of states committed to clean #energy. Her\xe2\x80\xa6,Derek Gendvil,25393191,client for Circles Magazine,"Las Vegas, NV"
82,"RT @Vastuullisuus: #Midterm elections' impact on #waste, #recycling industry - Construction &amp; Demolition Recycling https://t.co/z3MgB2Phv0",CRnet,278944676,"CRnet network offers consultancy, training and wide information services in the field of corporate responsibility, sustainable business and ethical efficiency.",Finland & Global
83,"#Midterm elections' impact on #waste, #recycling industry - Construction &amp; Demolition Recycling https://t.co/z3MgB2Phv0",Vastuullisuusuutiset,3130745716,SoMe-kanava n\xc3\xa4ky\xc3\xa4 ja tulla n\xc3\xa4hdyksi vastuullisuuden saralla / Channel of Social Media to see and to be seen in the Context of Sustainability #vastuullisuus #csr,
84,@YvesPDB @nissalabela La Veme R\xc3\xa9publique avec un quinquennat pr\xc3\xa9sidentiel accol\xc3\xa9 a un quinquennat de l'\xe2\x80\xa6 https://t.co/Chrin1Ower,EddyLeurquoy,901132216293568513,Second compte de @LeurquoyEddy encore bloqu\xc3\xa9 par tweeter le site pro musulman,"j\'habite un pays ou critiquer une religion criminelle t""envois devant les tribunaux,    LA FRANCE"
85,"ICYMI Disgraced #Snipes, Head of Broward #Elections, Mixed #Illegal #Ballots with Valid Ones\xe2\x80\xa6 https://t.co/QMHCMfBYSp",BLACK CRIME,548646200,https://t.co/cPS27Ocau1\nhttps://t.co/bgQSAVXaaU https://t.co/5jw709btvi https://t.co/2wUry4Gdko https://t.co/eZBqbD8M61 https://t.co/zb8gRDkSEL,http://goo.gl/ie4wGw
86,Did the Russians take their #Midterm loses out on Facebook?  #facebook is down hard.,ReggieSpeaks,25149268,"I speak softly, but my words can be read for miles. Petty Post Liking, Political posting, Sarcastic Savage! Retired Vet Representing 757! #TheResistance","Chesapeake, VA"
87,RT @andie910: @trustrestored @FreeUs551 We need to count the entire #country #midterm elections over. That would take about a year. #Democr\xe2\x80\xa6,Kathy,1002169745737691136,,
88,"Developing: Judge Rules Broward County Violated Constitution, Broke Records Laws https://t.co/Fhaced74ad #tcot\xe2\x80\xa6 https://t.co/7ztSgQhu7A",BLACK CRIME,548646200,https://t.co/cPS27Ocau1\nhttps://t.co/bgQSAVXaaU https://t.co/5jw709btvi https://t.co/2wUry4Gdko https://t.co/eZBqbD8M61 https://t.co/zb8gRDkSEL,http://goo.gl/ie4wGw
89,ICYMI Top 4 #Elections #Dems Stole https://t.co/GvNbkkgo8I via @po_st #tcot #tgdn #ccot #pjnet #p2 #Midterm #Election2018 #TRUMP #MAGA,BLACK CRIME,548646200,https://t.co/cPS27Ocau1\nhttps://t.co/bgQSAVXaaU https://t.co/5jw709btvi https://t.co/2wUry4Gdko https://t.co/eZBqbD8M61 https://t.co/zb8gRDkSEL,http://goo.gl/ie4wGw
90,#URGENT! Did @POTUS Win or Loose? Prophetic Impact of #MidTerm #Elections ~Cioccolanti https://t.co/tCy8AMzXw1 via\xe2\x80\xa6 https://t.co/ZOQ9lEdRc8,Laura Keri,1323596071,\xf0\x9f\x87\xba\xf0\x9f\x87\xb8#Grateful #Blessed #Saved\xf0\x9f\x87\xba\xf0\x9f\x87\xb8,
91,\xd9\x85\xd8\xb4 \xd9\x85\xd8\xb9\xd9\x82\xd9\x88\xd9\x84 \xd9\x83\xd9\x84 \xd9\x8a\xd9\x88\xd9\x85 \xd8\xa7\xd9\x85\xd8\xaa\xd8\xad\xd8\xa7\xd9\x86 \xd8\xa7\xd9\x81\xd8\xb4\xd8\xae \xd9\x85\xd9\x86 \xd8\xa7\xd9\x84\xd9\x84\xd9\x8a \xd9\x82\xd8\xa8\xd9\x84\xd9\x87 #Midterm https://t.co/BGoITOjnfi,MoaMen\xf0\x9f\x8d\x83,938056735478157313,engineer \xf0\x9f\x91\xb7\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xe2\x80\xa2Ahly\xe2\x98\xa0\xef\xb8\x8f\xe2\x80\xa2Barcelona \xf0\x9f\x92\x93\xf0\x9f\xa4\x99,"Aswan, Egypt"
92,"RT @achacong13: Do the US #midterm results bring any changes to #LatinAmerica policy in areas such as foreign aid, immigration, trade &amp; Tru\xe2\x80\xa6",Erik Brand,67390984,Erik publishes the daily Latin America Advisor  at the Inter-American Dialogue in Washington and directs its corporate program.,"Washington, DC"
93,"BMO Capital Markets: The #midterm elections have not changed our outlook for the economy, Fed policy or the budget\xe2\x80\xa6 https://t.co/zHvkfQbJBW",Francesc Riverola - FXStreet.com \xf0\x9f\x8e\x97,25488729,President and Founder of https://t.co/Im8FHuCImT The world's leading Foreign Exchange portal. Opinions are my own.,"Barcelona, Catalunya"
94,ICYMI Fraudulent: Gillum and Nelson Actively Fighting for Allowing #NonCitizen #Votes To Count\xe2\x80\xa6 https://t.co/aLwF4fLK6f,BLACK CRIME,548646200,https://t.co/cPS27Ocau1\nhttps://t.co/bgQSAVXaaU https://t.co/5jw709btvi https://t.co/2wUry4Gdko https://t.co/eZBqbD8M61 https://t.co/zb8gRDkSEL,http://goo.gl/ie4wGw
95,Federal #autonomousvehicle framework could get a #midterm boost\nhttps://t.co/YbmjjFzY1x https://t.co/Ib7FMwytBs,SaportaReport,28663035,Trusted insights on Atlanta from veteran journalists,"Atlanta, GA"
96,Broward County Registered Notorious Serial Killer to #Vote From Jail https://t.co/JjNiKhANMt via @po_st #tcot #tgdn\xe2\x80\xa6 https://t.co/LkMYm1ppav,BLACK CRIME,548646200,https://t.co/cPS27Ocau1\nhttps://t.co/bgQSAVXaaU https://t.co/5jw709btvi https://t.co/2wUry4Gdko https://t.co/eZBqbD8M61 https://t.co/zb8gRDkSEL,http://goo.gl/ie4wGw
97,\xe2\x80\x9cLa vittoria delle donne al #midterm pi\xc3\xb9 che quantitativa \xc3\xa8 soprattutto simbolica. \xc3\x88 il simbolo contro il revanchismo trumpista\xe2\x80\x9d @idomini,ilenia polsinelli,574667319,"Non rivelo mai le mie faccende, preferisco scrivere quelle degli altri anche perch\xc3\xa9 i miei pensieri sono quasi sempre di carta.",
98,"Just when you thought the #midterm drama was over, recounts &amp; lawsuits galore! We'll update you on the #wildfires i\xe2\x80\xa6 https://t.co/spzvkua4k2",Dana Barrett,25292688,TV & Radio Host. @Forbes Regular Contributor. Listen to The Dana Barrett Show on @640WGST in Atlanta airing weekdays from Noon-2PM EST: https://t.co/OulOL5WX3e.,"Atlanta, GA"
99,RT @illibraio: Il passato da #editrice di Alexandria Ocasio Cortez e le nuove protagoniste della politica Usa dopo le elezioni di #midterm.\xe2\x80\xa6,Noemi Milani,1943791681,"Sogno con la penna in mano, ma scrivo sulla tastiera per @ilLibraio",
100,RT @WisconsinEye: Watch this #WI #Midterm Capitol Roundtable discussion with @sbauerAP @MollyBeck @SJohnsonWPR &amp; @RDHague https://t.co/Kx0w\xe2\x80\xa6,Scott Bauer,28635386,Politics. Wisconsin. Music. Not always in that order. Associated Press Statehouse correspondent based in Madison.,"Madison, Wisconsin"
101,Watch this #WI #Midterm Capitol Roundtable discussion with @sbauerAP @MollyBeck @SJohnsonWPR &amp; @RDHague https://t.co/Kx0wWkvWVp,WisconsinEye,36124043,"WisconsinEye delivers open state government on cable TV and the Web. Nonpartisan, unedited, no state funding. Reality TV that matters.",Spectrum 995 & 363
102,"RT @DuckTalesW00H00: Kyrsten Sinema wins, will become the first Democratic senator from Arizona in a quarter century\n\n#KyrstenSinema #Sinem\xe2\x80\xa6","Nolan M. Workman, Jr.",991455616802611201,"Independent, atheist, Navy vet TM2, BA history and dog lover (Dexter). Love of my life: Linda.",
103,"Kyrsten Sinema wins, will become the first Democratic senator from Arizona in a quarter century\n\n#KyrstenSinema\xe2\x80\xa6 https://t.co/Tdj3CrlII5",mfresh,131074139,Efficiency is clever laziness.,
104,"Are you looking for someone to do your essay, paper, assignments or online class? DM us for quality\xf0\x9f\x91\x8d and non-plagia\xe2\x80\xa6 https://t.co/RkutMfTbZ9",academic-professionals.us,1025333688232554496,"Quality essay, homework, research paper, online class and thesis papers are guaranteed to all clients at all times. DM or email academicprofessional2@gmail.com",USA
105,@trustrestored @FreeUs551 We need to count the entire #country #midterm elections over. That would take about a yea\xe2\x80\xa6 https://t.co/pulbBD6WlX,TrueRepublican,435039815,I love my country. I want my Grandchildren to have a country too #DemocratsAreDangerous #PresidentTrump is #MyPresident Son in the Army Ft Campbell KY,"Pittsburgh, PA"
106,Hey guys what happened to that 10% middle class tax cut that Trump said was supposed to pass (without the Senate be\xe2\x80\xa6 https://t.co/1p2ACo0kJN,Dr. Lexus \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,720721788208951296,"We are living in a time of real-world idiocracy. Here to fight against Nazis, Trump and people who oppose common sense gun laws #resist #BoycottTheNRA #ACLU",
107,"RT @achacong13: Do the US #midterm results bring any changes to #LatinAmerica policy in areas such as foreign aid, immigration, trade &amp; Tru\xe2\x80\xa6",Francisco Chac\xc3\xb3n,1543411219,"Abogado y observador de la pol\xc3\xadtica. Libre para pensar y escribir lo que quiera, sin agredir. Mis opiniones son solo m\xc3\xadas. Ignoro o bloqueo a los haters.",Washington DC y Costa Rica
108,"RT @BamaStephen: \xe2\x80\x9cNo, Things Aren't Good At All\xe2\x80\x9d \xe2\x80\x94 \xe2\x81\xa6@jpodhoretz\xe2\x81\xa9 provides a clear-eyed assessment of the slow-moving disaster facing #Repub\xe2\x80\xa6",David((Brent)) Rogers,19840263,twitterer ((Brent)) @Amarillotxsguy,"Amarillo, TX"
109,\xe2\x80\xa6is anything really going to change? \n\nhttps://t.co/vzgymqezTp\n\n#election #midterm #2018 #mostimportantelectionofourlifetime #notreally,SocietyState Podcast,3255227527,"Life, Liberty, and Your Pursuit of Happiness. Subscribe and be enlightened!",
110,"@MeetThePress Looking bluer w every vote counted: GOP\xe2\x80\x99s net Senate gain 2 seats, 2018 map had 10Dem incumbents runn\xe2\x80\xa6 https://t.co/PO3ECE7NUH",american-i-on-lyon,97916695,"An American-i-on-Lyon | Sports, Culture, Food, Entertainment, Politics, etc dual nationality USA, France/EU",Lyon France
111,Dave Lowry comes forward with how #BrendaSnipes stole her vote in 2000. #FireBrendaSnipes #florida #FloridaRecount\xe2\x80\xa6 https://t.co/58s0ETdvwQ,Fire Brenda Snipes,1061840503929556995,We are a group dedicated to removing Election Supervisor Brenda Snipes from power!,"Pensacola, FL"
112,"Majorities of U.S. #midterm voters who said that the problem sexual harassment in U.S. is ""very serious"" voted for\xe2\x80\xa6 https://t.co/A9GuR8aJgY",Kelsey Jo Starr,109371524,"@PewResearch studying International Religion. VT/GW alumni. RT \xe2\x89\xa0 E. Opinions are mine. ""My favorite narrator"" -Greg Sestero","Washington, DC"
113,#Midterm fury fuels #Trump's assault on constitutional norms.\n\nIt's only going to get worse as events close in arou\xe2\x80\xa6 https://t.co/gu4kObEcuf,Ronald,22514438,"#MBA #Accountant #Counsultant #Leadership #Finance #Politics #Egalitarian #Progressive #SocialJustice #Gay/#LGBT #Tech #DataScience. Lang: Eng (1), NLD DEU FRA",
114,"RT @achacong13: Do the US #midterm results bring any changes to #LatinAmerica policy in areas such as foreign aid, immigration, trade &amp; Tru\xe2\x80\xa6",Frank Samolis,991327255170338818,"Co-Chair , International Trade Group , Squire Patton Boggs All opinions expressed are my personal views , and not that of Squire Patton Boggs LLP","Washington, DC"
115,RT @JSavoly: #Midterm fury fuels Trump's assault on constitutional norms #MondayMorning  https://t.co/WJkvOHeUsJ,\xe2\x9d\xa4\xef\xb8\x8f \xe2\x9c\x9d\xef\xb8\x8f Laurie Reynolds \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xf0\x9f\xa7\xa0\xf0\x9f\x90\xb6\xf0\x9f\xa6\x92\xf0\x9f\xa6\x8d\xf0\x9f\xa6\x81\xf0\x9f\x90\xbb\xf0\x9f\x90\x9f\xf0\x9f\xa6\x9d\xe2\x99\xbb\xef\xb8\x8f\xf0\x9f\x86\x98,19159166,"Non-Partisan, Not a Party/Politician Cultist. Care about Human Beings, Animals, Wildlife, the Environment & the POLICIES that advocate for these. PERIOD.","San Diego, Ca"
116,"Do the US #midterm results bring any changes to #LatinAmerica policy in areas such as foreign aid, immigration, tra\xe2\x80\xa6 https://t.co/zKLGUXEQ5s",Anastasia Chac\xc3\xb3n G,791665173962559488,Costa Rica | Georgetown '18 #HoyaSaxa | Latin America Advisor reporter at @The_Dialogue. RTs not endorsements.,"Washington, DC"
117,Only 24 hours left to sign up for our free #webinar on the #midterm elections and their impact on #healthcare issue\xe2\x80\xa6 https://t.co/ZFqR5YXwYH,SpectrumScience,20169317,Passionate communicators helping the world's leading health and science organizations tell their stories. Founding partner of @GLOBALHealthPR,"Wash DC, NYC, ATL & CHI"
118,RT @GrahamLedger: Tonight: The #Florida #election fiasco. History repeats as #midterm counts &amp; recounts put #GOP victories in peril. Also:\xe2\x80\xa6,Duard G. Addington,63227321,"Mathematics Educator, Outdoor Enthusiast, Computer Enthusiast","Bluefield, West Virginia, USA"
119,"RT @BamaStephen: \xe2\x80\x9cNo, Things Aren't Good At All\xe2\x80\x9d \xe2\x80\x94 \xe2\x81\xa6@jpodhoretz\xe2\x81\xa9 provides a clear-eyed assessment of the slow-moving disaster facing #Repub\xe2\x80\xa6",Lily and TJ's Dad!,30561416,"Single, restless Christian. Love all forms of contemporary music, books, and dogs. I am interested in your point of view; please respect mine","Tampa, Florida"
120,"\xe2\x80\x9cNo, Things Aren't Good At All\xe2\x80\x9d \xe2\x80\x94 \xe2\x81\xa6@jpodhoretz\xe2\x81\xa9 provides a clear-eyed assessment of the slow-moving disaster facing\xe2\x80\xa6 https://t.co/MegUkmRSQe",((ProperGanderNews)),47253430,"Husband, Father, Uncle, Son, Brother, Nephew, Editor, Writer, Speaker, Encourager, Networker, Traveler, Seeker, Dreamer, Doer",Alabama 
121,RT @FreeB4Democracy: The worst part about the #MIDTERM is that either @GOP or @TheDemocrats will win and citizens of the US will lose.\n#Thi\xe2\x80\xa6,TANSTAAFL ANCAP,1028377839215636480,#Voluntaryist/#Agorist/#Transhumanist/ #Pacifist/Anarcho-Capitalist (Ancap)/#LDS\n Self-Ownership/Non-aggression\nRothbard Spooner Mises\nTaxation=THEFT #Android,Ancapistan
122,#MIDTERM Our pundit @JohnFeehery identifies key issues both parties failed at solving like #Obamacare. He emphasize\xe2\x80\xa6 https://t.co/FaVmTfsbmx,Political Storm,4149952280,Poliitics in Your Voice @PolStorm,"Philadelphia, PA"
123,Congressional #Investigations After the #Midterm #Elections https://t.co/ulBWMrVJEX  #Oversight #Politics,National Law Review,55655935,"Over 500,000 legal & business professionals read the National #Law Review each month. #News & analysis added hourly. Visit us at: https://t.co/ofBg6geA0P","Chicago, IL"
124,"I uploaded a new episode, ""2018 South Carolina Midterm Recap with Fraendy Clervaud, Trav Robertson and Jon Parker"",\xe2\x80\xa6 https://t.co/MPOSFhGEIG",Freethinkers Radio,3357053099,#FeelFreetoThinkFreely #Spotify #iHeartRadio #iTunesPodcast #Soundcloud,Worldwide
125,#Evangelicals #Midterm Perspective \nI have not joined the darkside this atheist met a #liberal #Evangelical that\xe2\x80\xa6 https://t.co/ksKzalsreA,Tim Rumford,2855111204,I'm ashamed at our nation I Voted Blue  I collect Right Wing #FakeNews & #Propaganda. My Opinions my own. Once #trump is gone i'll help vote all Esb out. #FBR,Santa Cruz CA
126,RT @JSavoly: #Midterm fury fuels Trump's assault on constitutional norms #MondayMorning  https://t.co/WJkvOHeUsJ,The Resistance,470268558,The Silent MAJORITY....The True PATRIOTS  #FBR\n #resistance #TheResistance #UniteBlue #GOP #MAGA #Trump #FoxNews #ResistTrump #ImpeachTrump #BlueWave,
127,#Midterm fury fuels Trump's assault on constitutional norms #MondayMorning  https://t.co/WJkvOHeUsJ,Jasper #\xce\xa9. \xe2\xad\x95\xef\xb8\x8f,519728191,Resistance Organizer #UnitedBlue https://t.co/xdhYM8QhAA #Resist Member of https://t.co/MBRSIH4RAo https://t.co/75YvbpYTmT #\xce\xa9 https://t.co/ZCCg9hec25,Right behind you 
128,"Last week's Our Take covered the #Midterm elections, #Iransanctions, the @federalreserve finalizing a new superviso\xe2\x80\xa6 https://t.co/Kf4hFEqQ2D",Julien Courbe,189989089,"Financial Services Advisory Leader at #PwC, proud father of four, global citizen, soccer enthusiast, views are my own","New York, USA"
129,The #insurance industry reacts to #midterm #ElectionResults2018 https://t.co/fASpgO7fsk,Insurance Business US,1902495606,"Daily breaking news, cutting-edge opinion and expert analysis affecting the insurance broking industry in America.",America
130,"The #midterm's impact on energy policy, a wobbly Norwegian warship, and increasing Iraqi oil production in Last Wee\xe2\x80\xa6 https://t.co/rwyFyfPxv0",Andrew S. Reimers,826086113756508160,Market operations engineer at @ERCOT_ISO. @WebberEnergy and @NREL alum. Native Texan.,"Austin, TX"
131,RT @TheRebelTV: Women organize pre-#midterm sex strikes! @MartinaMarkota \xe2\x80\x94 https://t.co/jolyjp7EYd | #ElectionDay #MAGA https://t.co/85gOwl\xe2\x80\xa6,Bram Kletsio \xe2\x9d\x8c\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\xf0\x9f\x90\x80I\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x90\x82,2856154741,,
132,"Help Mississippi elect @EspyforSenate 11/27/18 #Midterm #RunOff Send $$$, make calls, send text messages, #FlipTheSip #MikeEspy2018","Politics, Patron, Plies & \xf0\x9f\x8d\x8bPepper",39202482,"A country girl that loves God, enjoys Political Science, Tequila and a 10 piece spicy lemon pepper order with 8 flats/2 drums, fried hard & extra wet.","Houston, TX "
133,We are the people! Who are you? We break down how #Populism creates divisions in communities and government\xe2\x80\xa6 https://t.co/xYUpSXoSEg,Big Mood,977217524285702144,Reporting on #bigmood news that you care about. Catch #culture #lifestyle #politics and #music #news here,"London, England"
134,Goldman Sachs 2/2:   (i.e. once clarity is reached) with rallies  off October lows. The 2018 trend thus far mirrors\xe2\x80\xa6 https://t.co/pHRI7s8Bpj,Francesc Riverola - FXStreet.com \xf0\x9f\x8e\x97,25488729,President and Founder of https://t.co/Im8FHuCImT The world's leading Foreign Exchange portal. Opinions are my own.,"Barcelona, Catalunya"
135,New Word learned US #Midterm elections  #Gerrymandering https://t.co/aRDXL9oifn,Anup Dixit,29151178,"Politics (National,Global). Technicals. Fundamentals. Stocks. Running. Graphology. Sports",Ghaziabad
136,#Blockchain Advocates Storm #Governors\xe2\x80\x99 Mansions and Retain House Seats in #US #Midterm #Elections https://t.co/SMdgEtabSR,qoinbook,911953710791630849,"Bitcoin, Blockchain, and Smart Contracts prove one thing, we are in the future! - Be updated with the Trending News and Topics on Cryptocurrency and Blockchain",
137,"RT @XavierHugonet: The New Yorker, November 19th 2018. \n\nRecord number of women in the House. Medium age down by 10 years. \n\n#Midterms2018\xe2\x80\xa6",Marie Ward,862168244,"Wife, Mother of 3, 1 child in Heaven   \nWriter Friend Concerned Citizen Cat lover Thinker #Resist #IDWP Defeat trump.  VOTE BLUE\xf0\x9f\x92\x99 please don't call me sweetie.",Arizona     
138,"RT @AdmiralMarkets: Get the latest market insight, including the impact of last week's US #midterm elections and more in our weekly market\xe2\x80\xa6",JensKlatt,815220276,"Gr\xc3\xbcnder JK #Trading, weitere Infos: https://t.co/WmnOkQ1IdG; Trader, Darwin-Peformance: https://t.co/Lp7qSosCp9; Risikohinweis: https://t.co/SI67G9SDbF",Berlin
